Unnamed: 0,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
27657,United States,petroleum_n_other_liquids,1999,37.854558377,14.92401016,13215.49,278941.5,346.1102935274959,7.3054063407410545,2381.783809
27658,United States,nuclear,1999,7.610255595,7.610255595,13215.49,278941.5,346.1102935274959,7.3054063407410545,0.0
27659,United States,renewables_n_other,1999,6.51374665,6.515588277,13215.49,278941.5,346.1102935274959,7.3054063407410545,0.0
29040,United States,all_energy_types,2000,98.702224163,71.270590246,13754.31,282054.2,349.9406290103108,7.176094196146517,5700.252865
29041,United States,coal,2000,22.579528056,22.735477641,13754.31,282054.2,349.9406290103108,7.176094196146517,2061.622698
29042,United States,natural_gas,2000,23.823976776,19.661529395,13754.31,282054.2,349.9406290103108,7.176094196146517,1196.935249
29043,United States,petroleum_n_other_liquids,2000,38.291877775,14.90956652,13754.31,282054.2,349.9406290103108,7.176094196146517,2441.694918
29044,United States,nuclear,2000,7.862349471,7.862349471,13754.31,282054.2,349.9406290103108,7.176094196146517,0.0
29045,United States,renewables_n_other,2000,6.104233701,6.101667219,13754.31,282054.2,349.9406290103108,7.176094196146517,0.0
30426,United States,all_energy_types,2001,96.063733749,71.675370986,13885.56,284871.2,337.2181313835867,6.918246995367849,5888.592478
30427,United States,coal,2001,21.914268291,23.547079589,13885.56,284871.2,337.2181313835867,6.918246995367849,2154.743112
30428,United States,natural_gas,2001,22.772557773,20.165567253,13885.56,284871.2,337.2181313835867,6.918246995367849,1246.049927
30429,United States,petroleum_n_other_liquids,2001,38.232692653,14.772098514,13885.56,284871.2,337.2181313835867,6.918246995367849,2487.799439
30430,United States,nuclear,2001,8.028853134,8.028853134,13885.56,284871.2,337.2181313835867,6.918246995367849,0.0
30431,United States,renewables_n_other,2001,5.15996636,5.161772496,13885.56,284871.2,337.2181313835867,6.918246995367849,0.0
31812,United States,all_energy_types,2002,97.535390886,70.653041629,14121.05,287542.8,339.2030365079564,6.907091957467752,5777.788286
31813,United States,coal,2002,21.903989304,22.732236982,14121.05,287542.8,339.2030365079564,6.907091957467752,2087.256256
31814,United States,natural_gas,2002,23.510080922,19.382055162,14121.05,287542.8,339.2030365079564,6.907091957467752,1191.759702
